"name","type","value","date"
"Moonlight","XXXTENTACION","712756","2019-09-19"
"Shotta Flow (Feat. Blueface) [Remix]","NLE Choppa","712319","2019-09-19"
"Thunder","Imagine Dragons","706796","2019-09-19"
"Another One Bites The Dust - Remastered 2011","Queen","695198","2019-09-19"
"Atrévete","Nicky Jam","694974","2019-09-19"
"Boy With Luv (feat. Halsey)","BTS","694025","2019-09-19"
"Bruises","Lewis Capaldi","692147","2019-09-19"
"The Git Up","Blanco Brown","690963","2019-09-19"
"HP","Maluma","690672","2019-09-19"
"Internet","Post Malone","685287","2019-09-19"
"break up with your girlfriend, i'm bored","Ariana Grande","683175","2019-09-19"
"All of Me","John Legend","676448","2019-09-19"
"So Am I","Ava Max","674697","2019-09-19"
"In My Mind","Dynoro","669482","2019-09-19"
"Genick","Loredana","669343","2019-09-19"
"Mad Love","Mabel","666456","2019-09-19"
"Here With Me","Marshmello","666192","2019-09-19"
"God's Plan","Drake","664142","2019-09-19"
"I Forgot That You Existed","Taylor Swift","660790","2019-09-19"
"La Boca - Remix","Mau y Ricky","659465","2019-09-19"
"EARFQUAKE","Tyler, The Creator","659361","2019-09-19"
"Havana (feat. Young Thug)","Camila Cabello","658012","2019-09-19"
"MIA (feat. Drake)","Bad Bunny","657717","2019-09-19"
"Photograph","Ed Sheeran","656068","2019-09-19"
"Kein Plan","Loredana","653157","2019-09-19"
"Something Just Like This","The Chainsmokers","651891","2019-09-19"
"Jocelyn Flores","XXXTENTACION","649884","2019-09-19"
"All Around The World (La La La)","R3HAB","649249","2019-09-19"
"BUTTERFLY EFFECT","Travis Scott","648619","2019-09-19"
"Closer","The Chainsmokers","646395","2019-09-19"
"Drip Too Hard (Lil Baby & Gunna)","Lil Baby","645486","2019-09-19"
"Si Supieras","Daddy Yankee","645085","2019-09-19"
"Go Loko (feat. Tyga, Jon Z)","YG","645005","2019-09-19"
"Pure Water (with Migos)","Mustard","644052","2019-09-19"
"Que Mas Pues - Remix","Sech","641886","2019-09-19"
"Murder On My Mind","YNW Melly","639824","2019-09-19"
"Wonderwall - Remastered","Oasis","638240","2019-09-19"
"Wanted","OneRepublic","634670","2019-09-19"
"Desconocidos","Mau y Ricky","633746","2019-09-19"
"wish you were gay","Billie Eilish","629042","2019-09-19"
"Paradise","Bazzi","626478","2019-09-19"
"Ritual","Tiësto","625870","2019-09-19"
"Hate Me (with Juice WRLD)","Ellie Goulding","624738","2019-09-19"
"Señorita","Shawn Mendes","6007178","2019-09-20"
"Circles","Post Malone","4988934","2019-09-20"
"Dance Monkey","Tones and I","4765462","2019-09-20"
"Goodbyes (Feat. Young Thug)","Post Malone","3623256","2019-09-20"
"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande","3614729","2019-09-20"
"Lalala","Y2K","3613343","2019-09-20"
"Ransom","Lil Tecca","3486456","2019-09-20"
"China","Anuel AA","3455201","2019-09-20"
"Someone You Loved","Lewis Capaldi","3342243","2019-09-20"
"Beautiful People (feat. Khalid)","Ed Sheeran","3298494","2019-09-20"
"Saint-Tropez","Post Malone","3271697","2019-09-20"
"bad guy","Billie Eilish","3014406","2019-09-20"
"How Do You Sleep?","Sam Smith","2954392","2019-09-20"
"I Don't Care (with Justin Bieber)","Ed Sheeran","2834184","2019-09-20"
"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","2763708","2019-09-20"
"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake","2664915","2019-09-20"
"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone","2654608","2019-09-20"
"Enemies (feat. DaBaby)","Post Malone","2370688","2019-09-20"
"Old Town Road - Remix","Lil Nas X","2368953","2019-09-20"
"Panini","Lil Nas X","2341235","2019-09-20"
"Hollywood's Bleeding","Post Malone","2335522","2019-09-20"
"Callaita","Bad Bunny","2325725","2019-09-20"
"Truth Hurts","Lizzo","2217583","2019-09-20"
"Yo x Ti, Tu x Mi","ROSALÍA","2175794","2019-09-20"
"LA CANCIÓN","J Balvin","2111350","2019-09-20"
"Liar","Camila Cabello","2096038","2019-09-20"
"No Me Conoce - Remix","Jhay Cortez","2075586","2019-09-20"
"boyfriend (with Social House)","Ariana Grande","2062491","2019-09-20"
"Tutu","Camilo","2056865","2019-09-20"
"No Guidance (feat. Drake)","Chris Brown","1987182","2019-09-20"
"Adicto (with Anuel AA & Ozuna)","Tainy","1955772","2019-09-20"
"Memories","Maroon 5","1930128","2019-09-20"
"Money In The Grave (Drake ft. Rick Ross)","Drake","1858419","2019-09-20"
"Piece Of Your Heart","MEDUZA","1827391","2019-09-20"
"Die For Me (feat. Future & Halsey)","Post Malone","1806603","2019-09-20"
"Lover","Taylor Swift","1762293","2019-09-20"
"Otro Trago - Remix","Sech","1736642","2019-09-20"
"Higher Love","Kygo","1726734","2019-09-20"
"hot girl bummer","blackbear","1720449","2019-09-20"
"Soltera - Remix","Lunay","1703915","2019-09-20"
"Graveyard","Halsey","1680020","2019-09-20"
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”","Lauv","1662910","2019-09-20"
"It's You","Ali Gatie","1623725","2019-09-20"
"Takeaway (feat. Lennon Stella)","The Chainsmokers","1600004","2019-09-20"
"On The Road (feat. Meek Mill & Lil Baby)","Post Malone","1587385","2019-09-20"
"Wow.","Post Malone","1585902","2019-09-20"
"The London (feat. J. Cole & Travis Scott)","Young Thug","1585886","2019-09-20"
"110","Capital Bra","1523448","2019-09-20"
"QUE PRETENDES","J Balvin","1486242","2019-09-20"
"Slide Away","Miley Cyrus","1459452","2019-09-20"
"Good as Hell","Lizzo","1430854","2019-09-20"
"Motivation","Normani","1419791","2019-09-20"
"Behind Barz - Bonus","Drake","1392533","2019-09-20"
"Shallow","Lady Gaga","1388209","2019-09-20"
"A Thousand Bad Times","Post Malone","1344025","2019-09-20"
"7 rings","Ariana Grande","1335869","2019-09-20"
"Ronin","Bushido","1326935","2019-09-20"
"Con Altura","ROSALÍA","1324331","2019-09-20"
"11 PM","Maluma","1280104","2019-09-20"
"You Need To Calm Down","Taylor Swift","1266782","2019-09-20"
"Camelot","NLE Choppa","1255383","2019-09-20"
"200 km/h","Apache 207","1247666","2019-09-20"
"Teeth","5 Seconds of Summer","1234966","2019-09-20"
"Ride It","Regard","1222161","2019-09-20"
"Hot (feat. Gunna)","Young Thug","1218233","2019-09-20"
"223's (feat. 9lokknine)","YNW Melly","1204584","2019-09-20"
"Happier","Marshmello","1203865","2019-09-20"
"If I Can't Have You","Shawn Mendes","1199554","2019-09-20"
"Sucker","Jonas Brothers","1189725","2019-09-20"
"Roller","Apache 207","1150343","2019-09-20"
"Con Calma","Daddy Yankee","1146987","2019-09-20"
"Talk (feat. Disclosure)","Khalid","1146490","2019-09-20"
"Feelings","Lauv","1138082","2019-09-20"
"lovely (with Khalid)","Billie Eilish","1127244","2019-09-20"
"Post Malone (feat. RANI)","Sam Feldt","1117580","2019-09-20"
"Summer Cem (feat. Luciano)","Summer Cem","1092422","2019-09-20"
"Bohemian Rhapsody - Remastered 2011","Queen","1084959","2019-09-20"
"Adriana","RAF Camora","1070011","2019-09-20"
"SICKO MODE","Travis Scott","1066727","2019-09-20"
"One Thing Right","Marshmello","1062868","2019-09-20"
"I.F.L.Y.","Bazzi","1062795","2019-09-20"
"Without Me","Halsey","1032855","2019-09-20"
"rockstar (feat. 21 Savage)","Post Malone","1031806","2019-09-20"
"Panini - DaBaby Remix","Lil Nas X","1030063","2019-09-20"
"Baby (Lil Baby feat. DaBaby)","Quality Control","1025600","2019-09-20"
"when the party's over","Billie Eilish","1025567","2019-09-20"
"I'm Gonna Be","Post Malone","1011972","2019-09-20"
"Did It Again","Lil Tecca","1011080","2019-09-20"
"Eastside (with Halsey & Khalid)","benny blanco","1008066","2019-09-20"
"Dancing With A Stranger (with Normani)","Sam Smith","1003316","2019-09-20"
"3 Nights","Dominic Fike","1000799","2019-09-20"
"Allergic","Post Malone","1000183","2019-09-20"
"Shameless","Camila Cabello","996328","2019-09-20"
"Suge","DaBaby","991384","2019-09-20"
"Staring At The Sun (feat. SZA)","Post Malone","983382","2019-09-20"
"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dimelo Flow","977285","2019-09-20"
"Believer","Imagine Dragons","976946","2019-09-20"
"Sweet but Psycho","Ava Max","976300","2019-09-20"
"Calma - Remix","Pedro Capó","970852","2019-09-20"
"Never Really Over","Katy Perry","965923","2019-09-20"
"Goteo","Duki","963497","2019-09-20"
"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift","962529","2019-09-20"
"Otro Trago","Sech","956907","2019-09-20"
"thank u, next","Ariana Grande","956521","2019-09-20"
"Que Calor (feat. J Balvin & El Alfa)","Major Lazer","953304","2019-09-20"
"Instagram","Dimitri Vegas & Like Mike","946511","2019-09-20"
"Si Se Da - Remix","Myke Towers","946344","2019-09-20"
"Old Town Road","Lil Nas X","944140","2019-09-20"
"Shape of You","Ed Sheeran","940558","2019-09-20"
"Better Now","Post Malone","932802","2019-09-20"
"Girls Like You (feat. Cardi B)","Maroon 5","927976","2019-09-20"
"Ransom (with Juice WRLD) - Remix","Lil Tecca","923963","2019-09-20"
"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)","Megan Thee Stallion","915744","2019-09-20"
"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran","910781","2019-09-20"
"INTRO","DaBaby","905256","2019-09-20"
"Indeciso","Reik","889958","2019-09-20"
"Bad Bad Bad (feat. Lil Baby)","Young Thug","888954","2019-09-20"
"Te Robaré","Nicky Jam","888322","2019-09-20"
"Rescue Me","OneRepublic","888179","2019-09-20"
"Verte Ir","DJ Luian","883059","2019-09-20"
"Pop Out (feat. Lil Tjay)","Polo G","881272","2019-09-20"
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)","Mustard","872042","2019-09-20"
"Fuori E Dentro (feat. tha Supreme)","Gemitaiz","862327","2019-09-20"
"goosebumps","Travis Scott","859230","2019-09-20"
"Love Me","Lil Tecca","851071","2019-09-20"
"God Is A Dancer (with Mabel)","Tiësto","850703","2019-09-20"
"Let Me Down Slowly","Alec Benjamin","849332","2019-09-20"
"Lucid Dreams","Juice WRLD","849039","2019-09-20"
"Youngblood","5 Seconds of Summer","845902","2019-09-20"
"Don't Call Me Up","Mabel","844214","2019-09-20"
"Only Human","Jonas Brothers","844094","2019-09-20"
"High Hopes","Panic! At The Disco","839241","2019-09-20"
"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix","837831","2019-09-20"
"The Man","Taylor Swift","834992","2019-09-20"
"Say You Won't Let Go","James Arthur","831938","2019-09-20"
"Better","Khalid","829838","2019-09-20"
"Perfect","Ed Sheeran","826890","2019-09-20"
"Call You Mine","The Chainsmokers","822950","2019-09-20"
"MIDDLE CHILD","J. Cole","822188","2019-09-20"
"I Like Me Better","Lauv","820673","2019-09-20"
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles","819986","2019-09-20"
"Baila Conmigo (feat. Kelly Ruiz)","Dayvi","819457","2019-09-20"
"bury a friend","Billie Eilish","819110","2019-09-20"
"Cuaderno","Dalex","813972","2019-09-20"
"F.N","Lil Tjay","811945","2019-09-20"
"Te Quemaste","Manuel Turizo","810273","2019-09-20"
"comethru","Jeremy Zucker","810151","2019-09-20"
"Be Alright","Dean Lewis","807431","2019-09-20"
"all the good girls go to hell","Billie Eilish","802703","2019-09-20"
"Don't Stop Me Now - Remastered","Queen","799182","2019-09-20"
"Pa Mí - Remix","Dalex","794323","2019-09-20"
"Tal Vez","Paulo Londra","794070","2019-09-20"
"bad guy (with Justin Bieber)","Billie Eilish","792262","2019-09-20"
"SAD!","XXXTENTACION","786352","2019-09-20"
"Myself","Post Malone","783523","2019-09-20"
"2002","Anne-Marie","775138","2019-09-20"
"The Git Up","Blanco Brown","774844","2019-09-20"
"SOS (feat. Aloe Blacc)","Avicii","771983","2019-09-20"
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake","771594","2019-09-20"
"Going Bad (feat. Drake)","Meek Mill","770946","2019-09-20"
"Shotta Flow (Feat. Blueface) [Remix]","NLE Choppa","760169","2019-09-20"
"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie","758149","2019-09-20"
"Cruel Summer","Taylor Swift","755682","2019-09-20"
"Runaway","Sebastian Yatra","753606","2019-09-20"
"Another One Bites The Dust - Remastered 2011","Queen","752863","2019-09-20"
"Be Honest (feat. Burna Boy)","Jorja Smith","749362","2019-09-20"
"Kein Plan","Loredana","748424","2019-09-20"
"Esagono (feat. Salmo)","Gemitaiz","747774","2019-09-20"
"Atrévete","Nicky Jam","746881","2019-09-20"
"Thunder","Imagine Dragons","745156","2019-09-20"
"Moonlight","XXXTENTACION","744131","2019-09-20"
"HP","Maluma","740180","2019-09-20"
"Right Back (feat. A Boogie Wit Da Hoodie)","Khalid","739822","2019-09-20"
"i'm so tired...","Lauv","736284","2019-09-20"
"No Te Debí Besar","C. Tangana","733095","2019-09-20"
"In My Mind","Dynoro","730350","2019-09-20"
"I Know","Post Malone","715396","2019-09-20"
"Too Good At Goodbyes","Sam Smith","710003","2019-09-20"
"Nur mit Dir (feat. Xavier Naidoo)","Shirin David","700947","2019-09-20"
"break up with your girlfriend, i'm bored","Ariana Grande","700010","2019-09-20"
"La Boca - Remix","Mau y Ricky","699754","2019-09-20"
"All Around The World (La La La)","R3HAB","697955","2019-09-20"
"God's Plan","Drake","696871","2019-09-20"
"Pin the Grenade","blink-182","696456","2019-09-20"
"MIA (feat. Drake)","Bad Bunny","696110","2019-09-20"
"Boy With Luv (feat. Halsey)","BTS","694695","2019-09-20"
"Quizás","Rich Music LTD","693452","2019-09-20"
"Mad Love","Mabel","692966","2019-09-20"
"Si Supieras","Daddy Yankee","691620","2019-09-20"
"Genick","Loredana","689068","2019-09-20"
"So Am I","Ava Max","687650","2019-09-20"
"All of Me","John Legend","687633","2019-09-20"
"Here With Me","Marshmello","685435","2019-09-20"
"Bruises","Lewis Capaldi","682650","2019-09-20"
"Que Mas Pues - Remix","Sech","681435","2019-09-20"
"BUTTERFLY EFFECT","Travis Scott","681214","2019-09-20"
"Havana (feat. Young Thug)","Camila Cabello","681030","2019-09-20"
"Go Loko (feat. Tyga, Jon Z)","YG","676674","2019-09-20"
"EARFQUAKE","Tyler, The Creator","676588","2019-09-20"
"Something Just Like This","The Chainsmokers","675729","2019-09-20"
"Señorita","Shawn Mendes","5736898","2019-09-21"
"Dance Monkey","Tones and I","4469612","2019-09-21"
"Circles","Post Malone","4386008","2019-09-21"
"Lalala","Y2K","3450976","2019-09-21"
"China","Anuel AA","3421555","2019-09-21"
"Ransom","Lil Tecca","3338069","2019-09-21"
"Goodbyes (Feat. Young Thug)","Post Malone","3119490","2019-09-21"
"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande","3071712","2019-09-21"
"Beautiful People (feat. Khalid)","Ed Sheeran","3052735","2019-09-21"
"Someone You Loved","Lewis Capaldi","3014619","2019-09-21"
"bad guy","Billie Eilish","2830826","2019-09-21"
"Saint-Tropez","Post Malone","2783741","2019-09-21"
"How Do You Sleep?","Sam Smith","2676149","2019-09-21"
"I Don't Care (with Justin Bieber)","Ed Sheeran","2623581","2019-09-21"
"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","2504718","2019-09-21"
"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake","2500499","2019-09-21"
"Old Town Road - Remix","Lil Nas X","2346902","2019-09-21"
"Callaita","Bad Bunny","2308312","2019-09-21"
"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone","2293742","2019-09-21"
"Panini","Lil Nas X","2286910","2019-09-21"
"Truth Hurts","Lizzo","2091096","2019-09-21"
"LA CANCIÓN","J Balvin","2089509","2019-09-21"
"Yo x Ti, Tu x Mi","ROSALÍA","2079350","2019-09-21"
"No Me Conoce - Remix","Jhay Cortez","2050266","2019-09-21"
"Enemies (feat. DaBaby)","Post Malone","2038724","2019-09-21"
"Tutu","Camilo","2008389","2019-09-21"
"Liar","Camila Cabello","1948816","2019-09-21"
"Hollywood's Bleeding","Post Malone","1926622","2019-09-21"
"Adicto (with Anuel AA & Ozuna)","Tainy","1900704","2019-09-21"
"boyfriend (with Social House)","Ariana Grande","1863379","2019-09-21"
"No Guidance (feat. Drake)","Chris Brown","1826080","2019-09-21"
"Memories","Maroon 5","1768259","2019-09-21"
"Otro Trago - Remix","Sech","1723202","2019-09-21"
"Piece Of Your Heart","MEDUZA","1719534","2019-09-21"
"Money In The Grave (Drake ft. Rick Ross)","Drake","1700539","2019-09-21"
"Soltera - Remix","Lunay","1678594","2019-09-21"
"Higher Love","Kygo","1609228","2019-09-21"
"hot girl bummer","blackbear","1576948","2019-09-21"
"Lover","Taylor Swift","1545367","2019-09-21"
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”","Lauv","1499797","2019-09-21"
"It's You","Ali Gatie","1484201","2019-09-21"
"Die For Me (feat. Future & Halsey)","Post Malone","1479065","2019-09-21"
"110","Capital Bra","1473729","2019-09-21"
"Graveyard","Halsey","1462423","2019-09-21"
"Takeaway (feat. Lennon Stella)","The Chainsmokers","1456747","2019-09-21"
"The London (feat. J. Cole & Travis Scott)","Young Thug","1439790","2019-09-21"
"QUE PRETENDES","J Balvin","1437363","2019-09-21"
"Wow.","Post Malone","1401369","2019-09-21"
"Good as Hell","Lizzo","1371913","2019-09-21"
"Con Altura","ROSALÍA","1344075","2019-09-21"
"On The Road (feat. Meek Mill & Lil Baby)","Post Malone","1317527","2019-09-21"
"Shallow","Lady Gaga","1289661","2019-09-21"
"7 rings","Ariana Grande","1289560","2019-09-21"
"11 PM","Maluma","1285633","2019-09-21"
"Slide Away","Miley Cyrus","1273423","2019-09-21"
"Motivation","Normani","1270808","2019-09-21"
"Behind Barz - Bonus","Drake","1222084","2019-09-21"
"Camelot","NLE Choppa","1198645","2019-09-21"
"Happier","Marshmello","1194179","2019-09-21"
"Ride It","Regard","1193003","2019-09-21"
"223's (feat. 9lokknine)","YNW Melly","1188275","2019-09-21"
"Con Calma","Daddy Yankee","1157263","2019-09-21"
"Teeth","5 Seconds of Summer","1150754","2019-09-21"
"You Need To Calm Down","Taylor Swift","1144516","2019-09-21"
"Sucker","Jonas Brothers","1144245","2019-09-21"
"If I Can't Have You","Shawn Mendes","1141756","2019-09-21"
"Hot (feat. Gunna)","Young Thug","1127410","2019-09-21"
"Bohemian Rhapsody - Remastered 2011","Queen","1096726","2019-09-21"
"A Thousand Bad Times","Post Malone","1080470","2019-09-21"
"Talk (feat. Disclosure)","Khalid","1069681","2019-09-21"
"Post Malone (feat. RANI)","Sam Feldt","1069094","2019-09-21"
"lovely (with Khalid)","Billie Eilish","1068946","2019-09-21"
"Roller","Apache 207","1064565","2019-09-21"
"September","Earth, Wind & Fire","1059386","2019-09-21"
"200 km/h","Apache 207","1019710","2019-09-21"
"Old Town Road","Lil Nas X","1014359","2019-09-21"
"One Thing Right","Marshmello","1009720","2019-09-21"
"SICKO MODE","Travis Scott","1008495","2019-09-21"
"rockstar (feat. 21 Savage)","Post Malone","990036","2019-09-21"
"Panini - DaBaby Remix","Lil Nas X","987238","2019-09-21"
"Did It Again","Lil Tecca","978804","2019-09-21"
"Believer","Imagine Dragons","977812","2019-09-21"
"I.F.L.Y.","Bazzi","977632","2019-09-21"
"Without Me","Halsey","977092","2019-09-21"
"Goteo","Duki","975984","2019-09-21"
"Calma - Remix","Pedro Capó","975930","2019-09-21"
"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dimelo Flow","963040","2019-09-21"
"Otro Trago","Sech","958791","2019-09-21"
"Sweet but Psycho","Ava Max","952890","2019-09-21"
"3 Nights","Dominic Fike","951992","2019-09-21"
"Suge","DaBaby","949737","2019-09-21"
"when the party's over","Billie Eilish","948922","2019-09-21"
"Si Se Da - Remix","Myke Towers","942559","2019-09-21"
"Eastside (with Halsey & Khalid)","benny blanco","937945","2019-09-21"
"Baby (Lil Baby feat. DaBaby)","Quality Control","937411","2019-09-21"
"Dancing With A Stranger (with Normani)","Sam Smith","933114","2019-09-21"
"Shape of You","Ed Sheeran","929747","2019-09-21"
"Shameless","Camila Cabello","914182","2019-09-21"
"thank u, next","Ariana Grande","911752","2019-09-21"
"Instagram","Dimitri Vegas & Like Mike","905518","2019-09-21"
"Que Calor (feat. J Balvin & El Alfa)","Major Lazer","898688","2019-09-21"
"Ransom (with Juice WRLD) - Remix","Lil Tecca","897092","2019-09-21"
"Ronin","Bushido","883885","2019-09-21"
"Never Really Over","Katy Perry","883832","2019-09-21"
"Better Now","Post Malone","881700","2019-09-21"
"Te Robaré","Nicky Jam","877877","2019-09-21"
"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)","Megan Thee Stallion","877479","2019-09-21"
"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift","876509","2019-09-21"
"Verte Ir","DJ Luian","874089","2019-09-21"
"Summer Cem (feat. Luciano)","Summer Cem","868955","2019-09-21"
"Indeciso","Reik","868337","2019-09-21"
"Pop Out (feat. Lil Tjay)","Polo G","862005","2019-09-21"
"Girls Like You (feat. Cardi B)","Maroon 5","861939","2019-09-21"
"INTRO","DaBaby","851973","2019-09-21"
"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran","850024","2019-09-21"
"I'm Gonna Be","Post Malone","848083","2019-09-21"
"Allergic","Post Malone","845904","2019-09-21"
"Baila Conmigo (feat. Kelly Ruiz)","Dayvi","843869","2019-09-21"
"Staring At The Sun (feat. SZA)","Post Malone","827643","2019-09-21"
"Lucid Dreams","Juice WRLD","822567","2019-09-21"
"Rescue Me","OneRepublic","822558","2019-09-21"
"Let Me Down Slowly","Alec Benjamin","819017","2019-09-21"
"Don't Call Me Up","Mabel","815095","2019-09-21"
"Cuaderno","Dalex","813257","2019-09-21"
"Bad Bad Bad (feat. Lil Baby)","Young Thug","811188","2019-09-21"
"Feelings","Lauv","810578","2019-09-21"
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles","807578","2019-09-21"
"Youngblood","5 Seconds of Summer","805074","2019-09-21"
"Love Me","Lil Tecca","804061","2019-09-21"
"High Hopes","Panic! At The Disco","803776","2019-09-21"
"The Git Up","Blanco Brown","803542","2019-09-21"
"goosebumps","Travis Scott","803456","2019-09-21"
"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix","803098","2019-09-21"
"Tal Vez","Paulo Londra","800095","2019-09-21"
"Don't Stop Me Now - Remastered","Queen","795521","2019-09-21"
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)","Mustard","793869","2019-09-21"
"Pa Mí - Remix","Dalex","791045","2019-09-21"
"Only Human","Jonas Brothers","790697","2019-09-21"
"Perfect","Ed Sheeran","788920","2019-09-21"
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake","785291","2019-09-21"
"Quizás","Rich Music LTD","784664","2019-09-21"
"SAD!","XXXTENTACION","783087","2019-09-21"
"Te Quemaste","Manuel Turizo","779186","2019-09-21"
"Adriana","RAF Camora","774690","2019-09-21"
"bad guy (with Justin Bieber)","Billie Eilish","773855","2019-09-21"
"bury a friend","Billie Eilish","773760","2019-09-21"
"I Like Me Better","Lauv","770761","2019-09-21"
"Say You Won't Let Go","James Arthur","765169","2019-09-21"
"comethru","Jeremy Zucker","763381","2019-09-21"
"Better","Khalid","758382","2019-09-21"
"F.N","Lil Tjay","758269","2019-09-21"
"Shotta Flow (Feat. Blueface) [Remix]","NLE Choppa","756897","2019-09-21"
"Another One Bites The Dust - Remastered 2011","Queen","756362","2019-09-21"
"all the good girls go to hell","Billie Eilish","755987","2019-09-21"
"Call You Mine","The Chainsmokers","754059","2019-09-21"
"Moonlight","XXXTENTACION","749953","2019-09-21"
"MIDDLE CHILD","J. Cole","748805","2019-09-21"
"Runaway","Sebastian Yatra","746742","2019-09-21"
"SOS (feat. Aloe Blacc)","Avicii","745423","2019-09-21"
"Atrévete","Nicky Jam","741249","2019-09-21"
"Be Alright","Dean Lewis","737963","2019-09-21"
"2002","Anne-Marie","736302","2019-09-21"
"Thunder","Imagine Dragons","735886","2019-09-21"
"HP","Maluma","733803","2019-09-21"
"In My Mind","Dynoro","719404","2019-09-21"
"Going Bad (feat. Drake)","Meek Mill","718171","2019-09-21"
"No Te Debí Besar","C. Tangana","718153","2019-09-21"
"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie","703669","2019-09-21"
"La Boca - Remix","Mau y Ricky","697378","2019-09-21"
"The Man","Taylor Swift","696005","2019-09-21"
"i'm so tired...","Lauv","695167","2019-09-21"
"Right Back (feat. A Boogie Wit Da Hoodie)","Khalid","689543","2019-09-21"
"Be Honest (feat. Burna Boy)","Jorja Smith","689428","2019-09-21"
"MIA (feat. Drake)","Bad Bunny","688299","2019-09-21"
"Que Mas Pues - Remix","Sech","682075","2019-09-21"
"Havana (feat. Young Thug)","Camila Cabello","678107","2019-09-21"
"Si Supieras","Daddy Yankee","674789","2019-09-21"
"God's Plan","Drake","674054","2019-09-21"
"Africa","TOTO","673524","2019-09-21"
"break up with your girlfriend, i'm bored","Ariana Grande","671991","2019-09-21"
"Under Pressure - Remastered","Queen","669104","2019-09-21"
"Boy With Luv (feat. Halsey)","BTS","667180","2019-09-21"
"Supera - Ao Vivo","Marília Mendonça","666468","2019-09-21"
"All Around The World (La La La)","R3HAB","666089","2019-09-21"
"Myself","Post Malone","661460","2019-09-21"
"So Am I","Ava Max","660619","2019-09-21"
"Cruel Summer","Taylor Swift","660507","2019-09-21"
"Kein Plan","Loredana","657187","2019-09-21"
"quando a bad bater - ao vivo","Luan Santana","657035","2019-09-21"
"Here With Me","Marshmello","656992","2019-09-21"
"Go Loko (feat. Tyga, Jon Z)","YG","656482","2019-09-21"
"I Like It","Cardi B","656011","2019-09-21"
"Mad Love","Mabel","655081","2019-09-21"
"Hit Contagiante","Felipe Original","646358","2019-09-21"
"Too Good At Goodbyes","Sam Smith","645949","2019-09-21"
"God Is A Dancer (with Mabel)","Tiësto","642934","2019-09-21"
"Desconocidos","Mau y Ricky","642735","2019-09-21"
"Murder On My Mind","YNW Melly","640035","2019-09-21"
"Something Just Like This","The Chainsmokers","639717","2019-09-21"
"All of Me","John Legend","638703","2019-09-21"
"Señorita","Shawn Mendes","4894872","2019-09-22"
"Circles","Post Malone","3836348","2019-09-22"
"Dance Monkey","Tones and I","3741009","2019-09-22"
"Lalala","Y2K","2987492","2019-09-22"
"China","Anuel AA","2889725","2019-09-22"
"Ransom","Lil Tecca","2885715","2019-09-22"
"Someone You Loved","Lewis Capaldi","2769674","2019-09-22"
"Goodbyes (Feat. Young Thug)","Post Malone","2692660","2019-09-22"
"Beautiful People (feat. Khalid)","Ed Sheeran","2657597","2019-09-22"
"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande","2573576","2019-09-22"
"bad guy","Billie Eilish","2452834","2019-09-22"
"How Do You Sleep?","Sam Smith","2358030","2019-09-22"
"Saint-Tropez","Post Malone","2327316","2019-09-22"
"I Don't Care (with Justin Bieber)","Ed Sheeran","2228864","2019-09-22"
"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","2187080","2019-09-22"
"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake","2048245","2019-09-22"
"Panini","Lil Nas X","2020779","2019-09-22"
"Callaita","Bad Bunny","1990751","2019-09-22"
"Old Town Road - Remix","Lil Nas X","1975002","2019-09-22"
